,N,Query,Annotation_date,Number,Individual_code,Individual,Birth_year,File_name,Original_link,Hyperlink,Context,Item,Realization_raw,Realization_type,Binary_response,Stressed,Gram_type,Case,pos
3178,3303,words_in_aja,1701,247074,ляп1953,ляп,1953.0,20150716a-ppp, http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3473576-3479602.wav,http://www.parasolcorpus.org/Pushkin/OUT/20150716a-ppp-3473576-3479602.wav,"Кирпичи - то, #кирпичная# ферма, столбы - то эти, палки - то стояли.",кирпичная,aja,VjV,nondialectal,N,nonpronominal,nom,3476589.0
3179,3304,words_in_aja,1701,248179,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-166632-173241.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-166632-173241.wav,"А н = нет, комо = кох = к = #какая# , отсюда матери надо поглянется, порода да б = есть ли дары.",какая,aja,VjV,nondialectal,Y,pronominal,nom,169936.5
3180,3305,words_in_aja,1701,248760,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-404203-409311.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-404203-409311.wav,"Дак хорошо, память #хорошая# дак, ладно, да, ещё прицепщиком ездила.",хорошая,a,V,dialectal,N,nonpronominal,nom,406757.0
3181,3306,words_in_aja,1701,249396,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-666254-672719.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-666254-672719.wav,"Да, есть одна только сестра ещё #младшая# самая, на семнадцать годов меня моложе. В Ярославле.",младшая,aja,VjV,nondialectal,N,nonpronominal,nom,669486.5
3182,3307,words_in_aja,1701,249397,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-666254-672719.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-666254-672719.wav,"Да, есть одна только сестра ещё младшая #самая# , на семнадцать годов меня моложе. В Ярославле. ",самая,aja,VjV,nondialectal,N,pronominal,nom,669486.5
3183,3308,words_in_aja,1701,249468,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-707828-712503.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-707828-712503.wav,"В Бережной было у нас там, вот, #тракторная# станция.",тракторная,aja,VjV,nondialectal,N,nonpronominal,nom,710165.5
3184,3309,words_in_aja,1701,249492,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-715898-721814.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-715898-721814.wav,"Больница там в Бережной б =, это, деревня #Сухая# на = на этом, на = на песке.",Сухая,aja,VjV,nondialectal,Y,nonpronominal,nom,718856.0
3185,3310,words_in_aja,1701,249505,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-721814-725277.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-721814-725277.wav,"Ой, #большая# , хорошо было.",большая,aja,VjV,nondialectal,Y,nonpronominal,nom,723545.5
3186,3311,words_in_aja,1701,250091,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-954086-956279.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-954086-956279.wav,"Ой, #красивая# церква была!",красивая,aja,VjV,nondialectal,N,nonpronominal,nom,955182.5
3187,3312,words_in_aja,1701,250116,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-964793-969237.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-964793-969237.wav,"А эта #деревянная# была, дак подсветили, дак сгорела девятого мая.",деревянная,aja,VjV,nondialectal,N,nonpronominal,nom,967015.0
3188,3313,words_in_aja,1701,250162,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-980566-983612.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-980566-983612.wav,"Это, #церковная# , < ещё уру = > клуб.",церковная,aja,VjV,nondialectal,N,nonpronominal,nom,982089.0
3189,3314,words_in_aja,1701,250210,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-992596-997815.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-992596-997815.wav,"Еще только попристроено чего - то, вот а =, то #кирпичная# - то, вот гостиница, тут есть...",кирпичная,aja,VjV,nondialectal,N,nonpronominal,nom,995205.5
3190,3315,words_in_aja,1701,250250,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1012757-1016159.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1012757-1016159.wav,"Не = нет, отец неграмотный, мать #грамотная# та...",грамотная,aja,VjV,nondialectal,N,nonpronominal,nom,1014458.0
3191,3316,words_in_aja,1701,250273,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1021171-1027316.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1021171-1027316.wav," #Какая# - то, какой похвальный лист да гра = грамота какая - то да... Ой... Да...",Какая,aa,VV,dialectal,Y,pronominal,nom,1024243.5
3192,3317,words_in_aja,1701,250284,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1021171-1027316.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1021171-1027316.wav,"Какая - то, какой похвальный лист да гра = грамота #какая# - то да... Ой... Да...",какая,aja,VjV,nondialectal,Y,pronominal,nom,1024243.5
3193,3318,words_in_aja,1701,250467,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1094244-1102762.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1094244-1102762.wav,"А = а я - то #неграмотная# была, только смо = посмотрела, как а = это, невелика ещё.",неграмотная,aja,VjV,nondialectal,N,nonpronominal,nom,1098503.0
3194,3319,words_in_aja,1701,250575,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1145193-1149832.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1145193-1149832.wav,"О = Ой, что ты. Мать, я говорю, мати у меня #грамотная# , говорю, была. ",грамотная,aja,VjV,nondialectal,N,nonpronominal,nom,1147512.5
3195,3320,words_in_aja,1701,250596,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1158680-1163096.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1158680-1163096.wav," #Грамотная# мать. А отец неграмотный, мать грамотная. Дедушка грамотный.",Грамотная,a,V,dialectal,N,nonpronominal,nom,1160888.0
3196,3321,words_in_aja,1701,250604,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1158680-1163096.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1158680-1163096.wav,"Грамотная мать. А отец неграмотный, мать #грамотная# . Дедушка грамотный.",грамотная,a,V,dialectal,N,nonpronominal,nom,1160888.0
3197,3322,words_in_aja,1701,250700,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1204621-1210912.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1204621-1210912.wav,"По = пов = повели нас, эка, лужайка была #большая# , у нас в Бережной тьфу - тьфу - тьфу.",большая,aja,VjV,nondialectal,Y,nonpronominal,nom,1207766.5
3198,3323,words_in_aja,1701,250958,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1319461-1322953.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1319461-1322953.wav,В этом Божьем храме стоит на престоле #Пресвятая# Богородица.,Пресвятая,aja,VjV,nondialectal,Y,nonpronominal,nom,1321207.0
3199,3324,words_in_aja,1701,251229,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1405420-1412317.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1405420-1412317.wav,"Как, как ещё, цер = #церковная# , ц = ц =, < ай >, с молитвами - то тоже была книжка.",церковная,aja,VjV,nondialectal,N,nonpronominal,nom,1408868.5
3200,3325,words_in_aja,1701,251442,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1544976-1548670.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1544976-1548670.wav,"Тракторно = машинно - #тракторная# станция. Вот, дак мы = мы это...",тракторная,aa,VV,dialectal,N,nonpronominal,nom,1546823.0
3201,3326,words_in_aja,1701,251554,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1579559-1587525.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1579559-1587525.wav,"Вот на = на Угольской, #Ивашевская# - то называется, да то в Черенове, да то в Плосском, да = да... Ой...",Ивашевская,aja,VjV,nondialectal,N,nonpronominal,nom,1583542.0
3202,3327,words_in_aja,1701,252160,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1871855-1875001.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1871855-1875001.wav,"А не = не знаю, вот #первая# ли, какая ли, тогда...",первая,a,V,dialectal,N,nonpronominal,nom,1873428.0
3203,3328,words_in_aja,1701,252163,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1871855-1875001.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1871855-1875001.wav,"А не = не знаю, вот первая ли, #какая# ли, тогда...",какая,aja,VjV,nondialectal,Y,pronominal,nom,1873428.0
3204,3329,words_in_aja,1701,252401,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1955604-1958259.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-1955604-1958259.wav,"А это, это #евонная# собственность, сам он!",евонная,aja,VjV,nondialectal,N,pronominal,nom,1956931.5
3205,3330,words_in_aja,1701,252579,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-2018805-2022239.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-2018805-2022239.wav,А другому - то... А Наталья - то - та #молодая# .,молодая,aja,VjV,nondialectal,Y,nonpronominal,nom,2020522.0
3206,3331,words_in_aja,1701,252852,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-2141983-2146521.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-2141983-2146521.wav,"в = да Первое мая, да вот #Октябрьская# , да Восьмое марта.",Октябрьская,a,V,dialectal,N,nonpronominal,nom,2144252.0
3207,3332,words_in_aja,1701,253186,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-2273836-2278338.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-2273836-2278338.wav,"Дак... Да #белая# - то, да невысо =, ой, дак уж как чаечка была!",белая,aja,VjV,nondialectal,N,nonpronominal,nom,2276087.0
3208,3333,words_in_aja,1701,254443,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-2813744-2821262.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-2813744-2821262.wav,А вес = весной - то по =... вот у нас #такая# речка Юмиж.,такая,aja,VjV,nondialectal,Y,pronominal,nom,2817503.0
3209,3334,words_in_aja,1701,254563,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-2877541-2883721.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-2877541-2883721.wav,"Нет, нет, как нет. Ре = речка - то #невеликая# , только - только бревно про = провернется.",невеликая,aja,VjV,nondialectal,N,nonpronominal,nom,2880631.0
3210,3335,words_in_aja,1701,254978,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-3013593-3019696.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-3013593-3019696.wav,"двадцать восемь... это, девятнадцати годов. Вот это была #молодая# , дак...",молодая,aja,VjV,nondialectal,Y,nonpronominal,nom,3016644.5
3211,3336,words_in_aja,1701,255219,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-3120929-3124824.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-3120929-3124824.wav,"Сто = #столовая# была, всё, всё, пекарня была, <? >",столовая,aja,VjV,nondialectal,N,nonpronominal,nom,3122876.5
3212,3337,words_in_aja,1701,255753,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-3370508-3375468.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-3370508-3375468.wav,"Ну, самодельное, но, этого, простыня - то дак она не #толстая# , то = тоненькая дак.",толстая,aja,VjV,nondialectal,Y,nonpronominal,nom,3372988.0
3213,3338,words_in_aja,1701,255757,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-3370508-3375468.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-3370508-3375468.wav,"Ну, самодельное, но, этого, простыня - то дак она не толстая, то = #тоненькая# дак.",тоненькая,aja,VjV,nondialectal,N,nonpronominal,nom,3372988.0
3214,3340,words_in_aja,1701,256596,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-3738542-3740438.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-3738542-3740438.wav, #Которая# долго - то засиделась дак.,Которая,a,V,dialectal,N,pronominal,nom,3739490.0
3215,3341,words_in_aja,1701,257963,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-4269050-4272893.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-4269050-4272893.wav,"По воду надо идти да, вс = всего #такая# работа, всего делать.",такая,aja,VjV,nondialectal,Y,pronominal,nom,4270971.5
3216,3342,words_in_aja,1701,258407,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-4559314-4563313.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-4559314-4563313.wav,А ми = му = мужу - то #родная# сестра была Павла.,родная,aja,VjV,nondialectal,Y,nonpronominal,nom,4561313.5
3217,3343,words_in_aja,1701,258416,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-4565105-4571000.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-4565105-4571000.wav,А у = а #родная# сестра там была и у = ео =... А сейчас и у = у = уе =...,родная,aja,VjV,nondialectal,Y,nonpronominal,nom,4568052.5
3218,3344,words_in_aja,1701,258602,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-4645234-4648532.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-4645234-4648532.wav,А в Плосском сейчас у меня т = живёт сестра #двоюродная# .,двоюродная,a,V,dialectal,N,nonpronominal,nom,4646883.0
3219,3345,words_in_aja,1701,258617,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-4658088-4664606.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-4658088-4664606.wav,"Вот. В этом Плосском Шанина Оля, сестра #двоюродная# там мне,",двоюродная,a,V,dialectal,N,nonpronominal,nom,4661347.0
3220,3346,words_in_aja,1701,258702,мик1922,мик,1922.0,20160629j-mik, http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-4699506-4702804.wav,http://www.parasolcorpus.org/Pushkin/OUT/20160629j-mik-4699506-4702804.wav,"<? > #первая# - то у него баба - то убежала,",первая,aja,VjV,nondialectal,Y,nonpronominal,nom,4701155.0
